year_month,mean_diversity,sd_diversity
2020-01-01T00:00:00Z,0.5890434710696187,0.2016795591580527
2020-02-01T00:00:00Z,0.5790821602431735,0.20318121039784742
2020-03-01T00:00:00Z,0.5645066213541678,0.19761448590638858
2020-04-01T00:00:00Z,0.5660324405133051,0.18643813686542854
2020-05-01T00:00:00Z,0.564343278097011,0.19236008818479353
2020-06-01T00:00:00Z,0.5713040232704469,0.1888420402891618
2020-07-01T00:00:00Z,0.5814295324860843,0.1870289250668051
2020-08-01T00:00:00Z,0.5853409522871378,0.185271436160942
2020-09-01T00:00:00Z,0.5760587427545398,0.20035896937759345
2020-10-01T00:00:00Z,0.5804600203500685,0.19111825040105754
2020-11-01T00:00:00Z,0.5641914632889811,0.19053809936389887
2020-12-01T00:00:00Z,0.5541272281760523,0.18734243911805257
2021-01-01T00:00:00Z,0.5746127622054861,0.19082690936406393
2021-02-01T00:00:00Z,0.5570214576739884,0.19167746121649645
2021-03-01T00:00:00Z,0.5775856188270225,0.18513339485753652
2021-04-01T00:00:00Z,0.5599459798407976,0.19338138504431632
2021-05-01T00:00:00Z,0.5789361651891652,0.19275499573647434
2021-06-01T00:00:00Z,0.5830453829695721,0.19429052798971896
2021-07-01T00:00:00Z,0.5907934800178852,0.18872974843485532
2021-08-01T00:00:00Z,0.5897136778445935,0.18355425017630264
2021-09-01T00:00:00Z,0.5917705195648536,0.1832191736107504
2021-10-01T00:00:00Z,0.5917491610220504,0.178054757457394
2021-11-01T00:00:00Z,0.5742563354200542,0.18602074313664618
2021-12-01T00:00:00Z,0.5646231433427642,0.18759592475087583
2022-01-01T00:00:00Z,0.5721176371460033,0.18958694368033413
2022-02-01T00:00:00Z,0.5738127264818309,0.19073016765198683
2022-03-01T00:00:00Z,0.5909671066991917,0.17549299294419368
2022-04-01T00:00:00Z,0.5846238399259401,0.17612597470891125
2022-05-01T00:00:00Z,0.5880275351446242,0.17375166271331907
2022-06-01T00:00:00Z,0.5881881685305727,0.18138494648801365
2022-07-01T00:00:00Z,0.5890117440915588,0.17607229956992332
2022-08-01T00:00:00Z,0.5942349521779866,0.18410386545808743
2022-09-01T00:00:00Z,0.5852870538312126,0.1833528407205598
2022-10-01T00:00:00Z,0.5854451604614789,0.1835675606243371
2022-11-01T00:00:00Z,0.5605023881896377,0.18817369702688524
2022-12-01T00:00:00Z,0.5571315884629359,0.19247596364259495
2023-01-01T00:00:00Z,0.5778543419976787,0.18578208934782603
2023-02-01T00:00:00Z,0.5591255039864926,0.18909169814529975
2023-03-01T00:00:00Z,0.5806344872639634,0.18493731175690864
2023-04-01T00:00:00Z,0.5784358832956399,0.2000385130336901
2023-05-01T00:00:00Z,0.581248177590932,0.20516065586185933
2023-06-01T00:00:00Z,0.5729728878722711,0.19359157867354365
2023-07-01T00:00:00Z,0.58206334897313206,0.19109541853574394
2023-08-01T00:00:00Z,0.5831619105885538,0.1845187221993337
2023-09-01T00:00:00Z,0.5829096658368251,0.1950372064267433
2023-10-01T00:00:00Z,0.5796787849865902,0.18369333106493504
2023-11-01T00:00:00Z,0.5697727095470742,0.1867855689742618
2023-12-01T00:00:00Z,0.5653574756778473,0.190873181946468
